date;btc;eth;ltc;xrp;bric;sp500;eurostoxx;nasdaq;bond_europe;bond_us;bond_eur;eur;gbp;chf;jpy;gold;wti;grain;metal;vix
07/02/2019;-0.0042;-0.0036;0.0088;0.0031;-0.0055;-0.0094;-0.0195;-0.0119;0.0015;0.0019;0.0008;-0.0018;0.0015;0.0002;0.0015;0.0027;-0.0257;-0.0149;-0.0036;0.0624
06/02/2019;-0.0153;-0.0237;-0.0396;-0.0289;-0.0059;-0.0022;-0.0007;-0.0036;0.0009;0.0001;0;-0.0039;-0.001;-0.0026;-0.0001;-0.0067;0.0065;-0.0014;-0.0024;-0.0123
05/02/2019;0.0021;-0.0035;0.0044;-0.0032;0.004;0.0047;0.0156;0.0074;-0.0004;0.0019;0.0002;-0.0028;-0.0071;-0.002;-0.0005;0.0023;-0.0166;0.0029;0.0002;-0.0102
04/02/2019;-0.0083;0.0019;0.0382;-0.0273;-0.0008;0.0068;-0.0019;0.0115;-0.0007;-0.0011;-0.0006;-0.0016;-0.0032;-0.0025;-0.0037;-0.0044;-0.0127;0.0023;0.0127;-0.0257
01/02/2019;0.0087;0.0051;0.0366;-0.0049;0.0036;0.0009;0.0037;-0.0025;-0.0023;-0.0025;-0.0017;0.0007;-0.0023;-0.0011;-0.0058;-0.0025;0.027;0.0083;-0.0037;-0.0263
31/01/2019;-0.0082;-0.0171;-0.0088;-0.0331;0.016;0.0086;-0.0007;0.0136;0.0027;0.004;0.0023;-0.0028;-0.0005;-0.0001;0.0015;0.001;-0.0081;-0.0072;0.0054;-0.0637
30/01/2019;0.011;0.0309;0.0263;0.1014;0.0108;0.0154;0.0026;0.0218;-0.0005;0.0013;0.0005;0.0041;0.0038;0.0004;0.0034;0.0062;0.0171;0.0068;0.012;-0.08
29/01/2019;-0.0065;-0.0093;-0.0032;-0.0182;0.001;-0.0015;0.0051;-0.0081;0.0007;0.0018;0.0006;0.0004;-0.0074;-0.0026;-0.0004;0.0064;0.0251;-0.0078;0.0084;0.0137
28/01/2019;-0.0366;-0.0879;-0.0555;-0.0729;-0.0072;-0.0079;-0.0082;-0.0111;-0.0006;0.0007;-0.0005;0.0019;-0.0025;0.0012;0.0018;-0.0014;-0.0322;-0.0022;-0.0156;0.08
25/01/2019;-0.0003;-0.0084;0.0061;-0.0014;0.0107;0.0085;0.0117;0.0128;0.0004;-0.0014;0.0001;0.009;0.0099;0.0032;0.0009;0.0186;0.0105;0.0047;0.0182;-0.081
24/01/2019;0.0044;-0.0008;0.0241;0.0035;0.009;0.0014;0.0045;0.0068;0.0037;0.0024;0.0032;-0.0068;-0.0002;-0.0018;-0.0002;-0.0012;0.0096;-0.0044;-0.0027;-0.0328
23/01/2019;-0.0054;-0.011;0.0101;-0.0094;0.0016;0.0022;-0.0002;0.0008;0.0016;-0.0007;0.0005;0.0018;0.0088;0.0027;-0.0022;-0.0019;0.001;0.0048;0.0086;-0.0635
22/01/2019;0.008;0.0135;0.0149;-0.0041;-0.0126;-0.0072;-0.0039;-0.0097;0.002;0.0013;0.0013;-0.0004;0.0048;-0.0001;0.0026;0.0037;-0.0116;-0.0012;-0.0034;0.0748
21/01/2019;-0.0226;-0.0323;-0.0032;-0.0108;0.0016;-0.0071;-0.0031;-0.0096;0.0003;0.0013;-0.0001;0.0002;0.0016;-0.0017;0.0011;-0.0013;-0.0115;-0.0012;-0.0034;0.0809
18/01/2019;-0.0056;-0.0223;-0.0184;-0.0155;0.0117;0.0131;0.0211;0.0102;0.0001;-0.0008;0.0001;-0.0023;-0.0088;-0.0014;-0.0048;-0.0077;0.0327;0.0047;0.0114;-0.0145
17/01/2019;0.0064;0.0015;0.0022;-0.0011;-0.0009;0.0076;-0.0026;0.0071;-0.0002;-0.0002;-0.0005;-0.0003;0.0078;-0.0039;-0.0015;-0.0013;-0.0046;0.0142;0.0032;-0.0528
16/01/2019;0.0067;0.0124;0.0098;0.0077;0.0053;0.0022;0.003;0.0015;0.0009;-0.0003;0.0004;-0.0018;0.0019;-0.0025;-0.0036;0.0032;0.0038;0.004;0.0076;0.0234
15/01/2019;-0.0205;-0.0561;-0.0266;-0.0199;0.014;0.0107;0.0042;0.0169;0.0006;0;0.001;-0.0049;-0.0002;-0.007;-0.005;-0.0017;0.0312;-0.0127;0.0055;-0.025
14/01/2019;0.0051;0.0118;0.0009;0.0026;-0.0103;-0.0053;-0.0049;-0.0094;0.0025;-0.0006;0.0013;0;0.0016;0.0027;0.0032;0.0011;-0.0212;-0.0054;-0.0067;0.0472
11/01/2019;0.0023;-0.0084;-0.0465;0.0008;-0.0002;-0.0001;-0.0019;-0.0021;0.0015;0.0017;0.001;-0.0027;0.0076;0.0009;-0.0008;0.0028;-0.0192;0.0071;-0.0007;-0.0695
10/01/2019;-0.0925;-0.159;-0.1408;-0.1088;0.0034;0.0045;0.0018;0.0042;0.0004;-0.0006;0.0008;-0.0037;-0.0033;-0.0102;-0.0024;-0.0054;0.0044;-0.0151;-0.0016;-0.0243
09/01/2019;0.0011;0.0029;-0.0125;0.0151;0.0199;0.0041;0.005;0.0087;0.0009;0;0.0014;0.0089;0.0056;0.0069;0.0053;0.0063;0.0505;0.0048;0.0024;-0.0242
08/01/2019;0.0014;-0.0089;0.0432;0.0027;0.0009;0.0096;0.007;0.0107;-0.0016;-0.0012;-0.0012;-0.0029;-0.0047;-0.0017;-0.0002;-0.003;0.0256;-0.003;-0.0046;-0.0444
07/01/2019;0.0425;-0.0188;0.1544;0.0211;0.0102;0.007;-0.0027;0.0125;-0.0004;-0.0003;-0.0011;0.0069;0.0042;0.0077;-0.0017;0.0025;0.0116;-0.0007;0.0055;0.0009
04/01/2019;0.0055;0.0358;0.0115;-0.0097;0.0222;0.0338;0.0291;0.0417;-0.0017;-0.0047;-0.0026;0.0001;0.0075;-0.0004;-0.0081;-0.0064;0.0183;0.0079;0.0238;-0.1743
03/01/2019;-0.0274;-0.0389;-0.0428;-0.0408;-0.0066;-0.0251;-0.013;-0.0308;-0.0014;0.0055;-0.0018;0.0044;0.0017;0.0034;0.0113;0.0075;0.0117;0.0114;-0.0018;0.0917
02/01/2019;0.0257;0.0963;0.0443;0.0283;-0.0079;0.0006;-0.0014;0.0023;0.0012;0.0006;0.0014;-0.0106;-0.0105;-0.0085;0.0079;0.0016;0.0122;0.0033;-0.011;-0.0463
01/01/2019;0.0266;0.0544;0.0484;0.0336;0.0005;0.0006;-0.0014;0.0023;0.0012;0.0006;0.0014;-0.0002;-0.0011;-0.0001;-0.0011;0.0001;0.0124;0.0034;-0.0109;-0.0442
31/12/2018;-0.0473;-0.0316;-0.0648;-0.0662;0.005;0.0085;0.005;0.0077;0.0009;0.0025;0.0002;0.002;0.0043;0.0026;0.0059;0.0014;0.0018;-0.0064;-0.0028;-0.1087
28/12/2018;0.071;0.1661;0.139;0.0995;0.0113;-0.0012;0.0166;0.0008;0;0.0004;-0.0009;0.0012;0.0043;0.0037;0.0064;0.0039;0.016;0.0054;-0.0021;-0.0556
27/12/2018;-0.0539;-0.1232;-0.0912;-0.1044;-0.0011;0.0085;-0.0041;0.0038;-0.0002;0.0022;0.0005;0.0068;0.0009;0.0079;0.0034;0.0067;-0.0355;0.0013;-0.0034;-0.0149
26/12/2018;0.0109;0.0155;-0.0045;-0.0057;0.0039;0.0239;-0.0041;0.028;-0.0002;-0.0012;0.0005;-0.0034;-0.0033;-0.0086;-0.0095;-0.0011;0.0407;-0.0067;0;-0.089
25/12/2018;-0.0667;-0.0771;-0.0644;-0.0659;-0.001;0.0245;-0.0041;0.0288;-0.0002;-0.0012;0.0005;-0.0012;-0.0024;-0.0009;0.0013;-0.0005;0.0425;-0.0066;0;-0.0817
24/12/2018;0.0457;0.2474;0.075;0.1262;-0.0068;-0.0275;-0.009;-0.0224;0.0016;0.0018;0.0002;0.003;0.0048;0.0089;0.0071;0.0097;-0.0695;0.0003;-0.0057;0.1806
21/12/2018;-0.0593;-0.0596;-0.0635;-0.0533;-0.0053;-0.0208;0.0002;-0.0304;-0.0013;-0.0004;-0.0014;-0.0065;-0.0009;-0.0071;0.0004;-0.0023;-0.0063;-0.0052;-0.0029;0.0592
20/12/2018;0.0987;0.1377;0.1006;0.0719;-0.006;-0.0159;-0.017;-0.0165;0.0015;-0.0018;0.0013;0.0061;0.0036;0.0066;0.0107;0.0134;-0.0284;-0.0078;-0.0033;0.1039
19/12/2018;0.0134;0.0016;-0.0154;0.0051;-0.0036;-0.0155;0.0037;-0.0219;-0.0001;0.0025;0.0011;0.0013;-0.0023;-0.002;0.0003;-0.0051;0.0205;-0.0127;0.0051;0
18/12/2018;0.0415;0.061;0.0293;0.064;-0.0081;0.0001;-0.0077;0.0045;0.0002;0.0025;0.0008;0.0011;0.0012;0.0003;0.0027;0.0029;-0.0758;0.0001;-0.0141;0.0423
17/12/2018;0.0894;0.1207;0.2213;0.1287;-0.0066;-0.021;-0.0094;-0.023;-0.0004;0.0017;-0.0002;0.0037;0.0033;0.0053;0.0049;0.0055;-0.0261;0.0038;0.0008;0.1254
14/12/2018;-0.0217;-0.0261;-0.0089;-0.0382;-0.0136;-0.0193;-0.0063;-0.0228;0.0012;0.0012;0.0007;-0.0049;-0.0048;-0.0043;0.0019;-0.0024;-0.0266;-0.0047;-0.0026;0.0464
13/12/2018;-0.051;-0.0457;-0.0341;-0.024;0.0088;-0.0002;0.0014;-0.0039;0.0001;0.0002;0.0003;-0.0007;0.0011;-0.0004;-0.0027;-0.003;0.0276;0.002;-0.0013;-0.0385
12/12/2018;0.018;0.0183;0.0286;0.0196;0.0147;0.0054;0.0171;0.0094;-0.0003;-0.0004;0.0003;0.0046;0.0113;-0.0003;0.0008;0.0019;-0.0097;0.0059;-0.0029;-0.0139
11/12/2018;-0.0225;-0.0303;-0.0339;-0.008;0.0034;-0.0004;0.0126;0.0016;-0.0001;-0.0006;0;-0.0034;-0.0059;-0.0029;-0.0003;-0.001;0.0127;-0.001;0.0068;-0.0396
10/12/2018;0.0239;-0.0173;-0.0261;0.0058;-0.0198;0.0018;-0.0137;0.0073;0.0003;0.0001;0.0009;-0.002;-0.0131;0.0007;-0.0058;-0.0039;-0.0311;-0.0068;-0.0108;-0.0257
07/12/2018;-0.0292;0.0165;-0.064;-0.0292;-0.0001;-0.0236;0.0041;-0.0309;-0.0012;0.0019;-0.0009;0.0004;-0.0043;0.0017;-0.0001;0.0093;0.0215;0.0159;0.0076;0.0919
06/12/2018;-0.064;-0.1105;-0.084;-0.0842;-0.0243;-0.0008;-0.0337;0.0021;0.0019;0.0008;0.0005;0.0026;0.0037;0.005;0.0045;0.0004;-0.0268;-0.0044;-0.0161;0.0107
05/12/2018;-0.0526;-0.0727;-0.0625;-0.0405;-0.0099;-0.0008;-0.0123;0.0021;0.0001;0.0008;0;0.0001;0.0012;-0.0001;-0.0035;-0.001;-0.0068;-0.0037;-0.002;0.0108
04/12/2018;0.016;0.0117;0.0039;0.0099;-0.0038;-0.0329;-0.008;-0.0388;0.0021;0.0032;0.0014;-0.001;-0.0005;0.0002;0.0076;0.0064;0.0056;0.0048;-0.0056;0.2323
03/12/2018;-0.0311;-0.0382;-0.0314;-0.0385;0.0184;0.0109;0.0131;0.015;0.0009;0.0018;0.0008;0.0033;-0.0019;0.0007;-0.0015;0.0083;0.0389;0.0114;0.0108;-0.0945
30/11/2018;-0.0631;-0.0379;-0.0529;-0.0461;0.0045;0.0082;-0.0003;0.0079;0.0003;0.0005;0.0003;-0.0067;-0.0033;-0.0027;0;-0.003;-0.0102;0.0124;0.008;-0.0391
29/11/2018;0.005;-0.0408;-0.0243;-0.0286;0.0017;-0.0022;0.0019;-0.0025;0.0008;0.0001;0.0021;0.0024;-0.0027;-0.0021;0.0018;0.0024;0.0228;-0.0028;0.005;0.0161
28/11/2018;0.1082;0.107;0.1085;0.081;0.0156;0.0227;0.0006;0.0291;-0.0002;0.0008;-0.0003;0.0068;0.0061;0.0051;0.001;0.0051;-0.0249;0.0135;0.0077;-0.0283
27/11/2018;0.0109;0.0154;0.0549;0.0132;0.0061;0.0033;-0.002;0.0001;0;0.0003;0.0004;-0.0034;-0.0063;-0.0006;-0.0019;-0.006;-0.0014;-0.0009;-0.0124;0.0063
26/11/2018;-0.14;-0.1294;-0.0894;-0.1365;0.0064;0.0154;0.0113;0.0204;0.0003;-0.0004;0.0008;-0.0008;0.001;-0.0009;-0.0056;-0.0005;0.0237;-0.0036;-0.0037;-0.1298
23/11/2018;-0.0043;-0.0273;-0.0012;-0.0448;-0.0089;-0.0033;0.0034;-0.0024;0.0018;0.0002;0.0015;-0.0058;-0.0049;-0.0023;0;-0.0046;-0.0409;-0.002;-0.0034;0.0169
22/11/2018;-0.0527;-0.0759;-0.0739;-0.0494;0.0003;-0.0033;-0.0087;-0.0024;0.0014;0.0002;0.0007;0.0017;0.0077;-0.0003;0.001;0.0021;-0.0393;-0.002;-0.0034;0.0172
21/11/2018;0.0332;0.0476;0.0482;0.0293;0.0046;0.003;0.0121;0.0091;0.0003;-0.0001;0.0006;0.0012;-0.0008;0.0003;-0.0028;0.0036;0.0222;-0.0007;0.0083;-0.0777
20/11/2018;-0.0901;-0.135;-0.1034;-0.0952;-0.0164;-0.0183;-0.0141;-0.0172;0.0001;-0.0005;0.0002;-0.0074;-0.0051;-0.0014;-0.0018;-0.0021;-0.0605;0.0018;-0.0077;0.1119
19/11/2018;-0.135;-0.1607;-0.1474;0.0138;0.0008;-0.0168;-0.0064;-0.0307;-0.0014;0.0006;-0.0014;0.0034;0.0016;0.0062;0.0025;0.0007;0.0053;-0.0139;0.0014;0.1026
16/11/2018;-0.0129;-0.0316;-0.0345;-0.0212;0.0072;0.0022;-0.003;-0.0015;-0.0018;0.0028;-0.0009;0.0077;0.0047;0.0067;0.0071;0.0082;0;-0.0007;0.0077;-0.0966
15/11/2018;-0.0159;-0.0033;0.0078;0.0153;0.0166;0.0105;-0.0047;0.017;-0.0008;-0.0006;0.0009;0.0016;-0.0169;-0.0005;-0.0001;0.002;0.0037;0.003;0.0059;-0.0616
14/11/2018;-0.1028;-0.1312;-0.1307;-0.0726;0.0031;-0.0076;-0.0061;-0.009;-0.0012;0.0008;-0.0008;0.0018;0.0012;0.001;0.0016;0.0072;0.01;-0.0023;0.0028;0.0596
13/11/2018;-0.0019;-0.0172;-0.0189;-0.0137;0.0054;-0.0015;0.0096;0;-0.0007;0.0008;-0.0008;0.0064;0.0099;0.0038;0.0003;0.0015;-0.0734;-0.0121;0.0003;-0.0213
12/11/2018;-0.0022;0.0017;-0.0244;0.0324;-0.0078;-0.0199;-0.011;-0.0282;0.0004;0.0008;0.0001;-0.0105;-0.0095;-0.0052;-0.0005;-0.0077;-0.0043;0.0096;-0.0064;0.1638
09/11/2018;-0.0106;-0.0102;-0.009;0.0144;-0.019;-0.0092;-0.0025;-0.0166;0.0017;0.0018;0.0014;-0.0024;-0.0069;0.0003;0.0023;-0.0118;-0.0079;-0.0071;-0.0156;0.0376
08/11/2018;-0.0118;-0.0231;-0.0342;-0.082;-0.0066;-0.0025;-0.0026;-0.0053;-0.0007;-0.0011;-0.001;-0.0055;-0.0049;-0.0035;-0.0048;-0.002;-0.0163;-0.0011;0.007;0.0218
07/11/2018;0.0106;-0.0058;-0.032;-0.0247;0.0039;0.021;0.012;0.0261;-0.0003;0.0008;-0.0001;-0.0001;0.0021;0.0001;-0.0006;-0.0006;-0.0087;-0.0044;0.0046;-0.1964
06/11/2018;0.0064;0.0438;0.0438;0.0988;0.0018;0.0062;-0.0031;0.0064;-0.0008;0;-0.0009;0.0018;0.0044;0.0019;-0.0023;-0.0035;-0.0142;0.0019;-0.0073;-0.0025
05/11/2018;0.0049;0.0413;0.0423;0.0811;-0.0114;0.0056;0.0009;-0.0038;0.0006;0.001;0.0005;0.0017;0.0055;-0.0011;0.0001;-0.0011;-0.0006;0.0016;-0.0117;0.0228
02/11/2018;0.0017;0.0088;0.0209;0.0065;0.0257;-0.0063;0.0032;-0.0104;-0.0005;-0.0037;-0.0002;-0.0018;-0.0032;-0.0012;-0.0043;-0.0004;-0.0087;0.0073;0.0173;0.0088
01/11/2018;0.0095;0.0075;0.0166;0.0162;0.0219;0.0105;0.0021;0.0174;0.001;0.0008;-0.0004;0.0085;0.0191;0.0062;0.0021;0.0153;-0.0251;0.0179;0.0133;-0.0932
31/10/2018;-0.0026;-0.0009;0.0041;0.0081;0.0242;0.0108;0.0159;0.0199;0.0007;-0.0023;0.0003;-0.0029;0.0047;-0.0032;0.0011;-0.0067;-0.0132;-0.0001;-0.0095;-0.0952
30/10/2018;0.0003;0.0016;0.0035;0.0073;0.0022;0.0155;-0.0025;0.0157;-0.0013;-0.0017;-0.0012;-0.0025;-0.0068;-0.0031;-0.0062;-0.0053;-0.0129;-0.009;-0.0154;-0.0562
29/10/2018;-0.0222;-0.0304;-0.0599;-0.0395;-0.0078;-0.0066;0.0064;-0.0164;-0.0006;-0.0006;0.0003;-0.0026;-0.0027;-0.0049;-0.0045;-0.0033;-0.0082;-0.0013;-0.0065;0.0221
26/10/2018;-0.0002;0.003;-0.0025;0.0027;-0.0076;-0.0175;-0.0094;-0.0209;0.0027;0.0024;0.0021;0.0025;0.0009;0.0024;0.0047;0.0011;0.0039;0.0205;-0.0043;-0.0025
25/10/2018;-0.003;-0.0056;-0.0055;0.0018;0.0017;0.0185;0.0108;0.0291;-0.0003;-0.0004;0.0007;-0.0015;-0.005;-0.0016;-0.0013;-0.0013;0.0076;-0.019;0.0009;-0.0409
24/10/2018;0.0031;-0.0024;-0.0004;-0.0105;-0.0093;-0.0314;-0.0034;-0.0453;0.001;0.0017;0.0006;-0.0069;-0.0079;-0.003;0.0017;0.0028;0.0059;-0.0113;-0.0033;0.1974
23/10/2018;-0.0018;0.0015;0.0065;0.0196;-0.0231;-0.0055;-0.0155;-0.0042;0.0013;0.0013;0.0007;0.0006;0.0015;0.0012;0.0033;0.0067;-0.0404;0.0008;-0.0057;0.053
22/10/2018;0.0034;0.0015;-0.0156;-0.0024;0.0201;-0.0043;-0.0065;0.0026;0.001;0.0004;0.001;-0.0044;-0.0087;0;-0.0025;-0.0036;0.0007;-0.002;0.0038;-0.0126
19/10/2018;-0.0017;0.0019;0.0093;-0.0078;0.0008;-0.0004;-0.0002;-0.0048;-0.0004;-0.0018;0;0.0053;0.0044;-0.0005;-0.0031;0.0006;0.0068;-0.0047;0;-0.0085
18/10/2018;-0.0104;-0.0182;-0.0215;-0.0226;-0.0128;-0.0145;-0.0098;-0.0208;-0.001;-0.0003;-0.001;-0.0042;-0.0074;-0.0003;0.0042;0.0029;-0.0159;-0.0133;-0.0064;0.1423
17/10/2018;-0.0079;-0.0146;-0.0074;-0.0044;-0.005;-0.0003;-0.0044;-0.0004;0.0012;-0.0011;0.0007;-0.0063;-0.005;-0.0047;-0.0036;-0.0022;-0.0306;-0.0053;0.0002;-0.0126
16/10/2018;-0.0001;0.002;-0.0149;0.05;0.0136;0.0213;0.0145;0.0285;0.0025;0.0006;0.0017;-0.0004;0.0022;-0.0039;-0.0043;-0.0017;0.0019;-0.0063;-0.0047;-0.1897
15/10/2018;0.05;0.0638;0.0245;0.0651;-0.0072;-0.0059;0.005;-0.0089;0.0001;-0.0012;0.0002;0.0016;-0.0001;0.0056;0.0038;0.0082;0.0061;0.0167;-0.0034;-0.0005
12/10/2018;0.0029;0.0374;0.0443;0.0898;0.0252;0.0141;-0.0046;0.0226;0.0005;-0.0005;0.0004;-0.0029;-0.0058;-0.0031;-0.0003;-0.0058;0.0052;0.0141;0.0107;-0.1589
11/10/2018;-0.0513;-0.1751;-0.1238;-0.188;-0.0249;-0.0208;-0.0178;-0.0126;0.0002;0.0045;0.0001;0.0063;0.0026;0.0008;0.001;0.0242;-0.0305;0.0068;-0.0021;0.0843
10/10/2018;-0.0086;-0.0097;-0.0125;-0.0371;-0.0111;-0.0334;-0.0167;-0.0417;-0.0008;-0.0012;-0.0005;0.0025;0.004;0.0017;0.0061;0.0042;-0.0242;-0.0079;-0.0102;0.3643
09/10/2018;-0.0014;-0.0056;-0.0119;-0.0204;-0.0044;-0.0014;0.0036;0.0003;0.0001;0.0008;0.0004;-0.0001;0.004;0.0006;0.0025;0.0014;0.009;-0.003;0.0092;0.0164
08/10/2018;0.0045;0.0072;0.0108;-0.0581;-0.0017;-0.0004;-0.0108;-0.0068;0.0004;0.0008;-0.0006;-0.0028;-0.0023;-0.0005;0.0042;-0.013;-0.0007;-0.0066;-0.0114;0.057
05/10/2018;0.0069;0.0239;0.0084;-0.0145;-0.01;-0.0055;-0.0088;-0.0116;-0.0018;-0.0018;-0.0022;0.0009;0.0076;-0.0003;0.0019;0.0031;0.0001;0.0055;-0.0144;0.0413
04/10/2018;0.0113;0.0078;0.0138;-0.003;-0.0251;-0.0082;-0.009;-0.0183;-0.0029;-0.0023;-0.0025;0.0031;0.0062;0.0007;0.0053;0.0021;-0.0276;0.0044;-0.006;0.2028
03/10/2018;-0.0082;-0.0299;-0.0381;0.014;0.0054;0.0007;0.0049;0.0032;-0.0002;-0.0055;-0.0004;-0.0061;-0.003;-0.0085;-0.0075;-0.005;0.0156;-0.007;0.0135;-0.0372
02/10/2018;-0.0051;-0.0157;-0.0083;-0.1015;-0.0082;-0.0004;-0.0074;-0.0047;0.0005;0.0012;0.0005;-0.0026;-0.0048;-0.0001;0.0022;0.012;-0.0009;0.0115;0.0085;0.0042
01/10/2018;-0.0082;0.0369;-0.0277;0.067;-0.0036;0.0036;0.0044;-0.0011;-0.001;-0.001;-0.0016;-0.0022;0.0008;-0.0022;-0.002;-0.0016;0.0276;0.0139;0.0041;-0.01
28/09/2018;-0.0049;-0.027;-0.0173;-0.0042;-0.0024;0;-0.0148;0.0005;0;0.0002;-0.0004;-0.0032;-0.0037;-0.0046;-0.0026;0.0068;0.0155;-0.015;0.0168;-0.0236
27/09/2018;0.0276;0.0569;0.0928;0.0474;0.0024;0.0028;0.0048;0.0064;0.0001;0.0007;-0.0004;-0.0084;-0.0067;-0.0116;-0.0059;-0.0098;0.0077;0.0001;-0.0142;-0.0379
26/09/2018;0.0075;-0.0122;-0.0024;-0.0204;0.0072;-0.0033;0.0039;-0.0021;0.0021;0.0023;0.001;-0.0024;-0.0013;-0.001;0.0021;-0.0057;-0.0099;-0.0015;-0.0027;0.0371
25/09/2018;-0.0228;-0.0458;-0.0074;0.0631;0.0017;-0.0013;0.0027;0.0018;-0.0008;-0.0012;-0.0007;0.0016;0.0049;-0.0003;-0.0016;0.0018;0.0028;0.0001;-0.0036;0.0179
24/09/2018;-0.0209;-0.0751;-0.0463;-0.1266;-0.0173;-0.0035;-0.006;0.0008;-0.0031;-0.0003;-0.0029;-0.0001;0.0037;-0.0063;-0.0018;-0.0008;0.0182;0.0052;-0.0054;0.0436
21/09/2018;0.0325;0.0934;0.0697;0.2215;0.016;-0.0004;0.0081;-0.0052;-0.0003;0.0008;0.0013;-0.0024;-0.0147;0.0003;-0.0009;-0.0059;-0.0003;0.0026;0.0344;-0.0102
20/09/2018;0.0188;0.0673;0.0415;0.322;0.0057;0.0078;0.0102;0.0098;0.0004;0.001;0;0.0089;0.0092;0.0086;-0.0019;0.0026;-0.0045;0.014;0.0025;0.0042
19/09/2018;0.0043;0;0.0042;0.0129;0.0147;0.0013;0.003;-0.0008;-0.0011;-0.0017;-0.0011;0.0005;-0.0003;-0.0027;0.0008;0.0047;0.018;0.016;0.0033;-0.0848
18/09/2018;0.0142;0.0593;0.0293;0.1674;0.0046;0.0054;0.0037;0.0076;-0.0006;-0.0025;0;-0.0014;-0.0007;-0.002;-0.0046;-0.0026;0.0135;-0.005;0.0123;-0.0673
17/09/2018;-0.0362;-0.0677;-0.0741;-0.0179;-0.013;-0.0056;0.0004;-0.0144;0.0013;-0.0002;0.0009;0.005;0.0068;0.0049;0.0019;0.0055;-0.0012;-0.0097;-0.0059;0.1252
14/09/2018;-0.0007;0.0019;0.0367;-0.0123;0.0096;0.0003;0.0033;-0.0005;-0.0012;-0.0015;-0.0011;-0.0056;-0.0031;-0.002;-0.0012;-0.0055;0.0058;0.0114;-0.0086;-0.0246
13/09/2018;0.0257;0.1422;0.0543;0.0381;0.017;0.0053;0.0021;0.0075;-0.0004;0.0004;-0.0004;0.0055;0.0048;0.0055;-0.0059;-0.004;-0.0256;-0.0105;0.0024;-0.0604
12/09/2018;0.0048;-0.0094;-0.0137;0.0239;0.0034;0.0004;0.0045;-0.0023;0.0005;0.0012;0.0006;0.0017;0.0009;0.0016;0.0032;0.0064;0.016;-0.0224;0.0195;-0.0061
11/09/2018;-0.0013;-0.0629;-0.0417;-0.0248;-0.0129;0.0037;0.0007;0.0061;-0.0013;-0.002;-0.0012;0.001;0.0005;0.0027;-0.0042;0.0023;0.025;-0.0109;-0.0187;-0.0687
10/09/2018;-0.0215;-0.0972;-0.0289;-0.0752;-0.0176;0.0019;0.0048;0.0027;0.0008;0.0007;0.0008;0.0035;0.0082;-0.0058;-0.0009;-0.0009;-0.0031;0.0127;-0.0005;-0.0496
07/09/2018;-0.0096;-0.0582;-0.0227;-0.038;0.0068;-0.0022;-0.0008;-0.0026;-0.0005;-0.0034;-0.001;-0.006;-0.0008;-0.0043;-0.0028;-0.0025;-0.0003;0.0004;0.0056;0.0156
06/09/2018;-0.0396;-0.0091;-0.0164;0.0652;-0.0057;-0.0037;-0.006;-0.0091;0.0018;0.0017;0.0016;-0.0006;0.0019;0.0069;0.0071;0.0027;-0.0139;-0.005;-0.002;0.0518
05/09/2018;-0.0804;-0.2069;-0.1472;-0.1565;-0.0209;-0.0028;-0.0131;-0.0119;-0.0007;0;-0.0004;0.0041;0.0039;0.0026;-0.0006;0.0044;-0.0166;-0.0118;0.0036;0.0554
04/09/2018;0.0139;-0.0123;0.0352;-0.0129;-0.0041;-0.0008;-0.0106;-0.0011;0.0004;-0.0027;0.0007;-0.0032;-0.0012;-0.0053;-0.0036;-0.0081;0.0005;-0.0034;-0.013;0.0115
03/09/2018;0.0311;0.0219;0.0541;0.0019;-0.0088;-0.0008;0.0006;-0.0011;-0.0008;0;0.0002;0.0015;-0.007;-0.0003;-0.0002;0.0001;0.0005;-0.0034;-0.0129;0.0116
31/08/2018;0.0085;-0.0039;0.0263;-0.0003;-0.0028;0.0001;-0.0112;0.0026;0.0007;0.0004;-0.0001;-0.0059;-0.0038;0.0005;-0.0006;0.001;-0.0064;0.0201;-0.0107;-0.0508
30/08/2018;-0.0098;-0.0181;-0.0238;-0.0275;-0.0147;-0.0044;-0.0073;-0.0026;0.0022;0.001;0.0012;-0.0031;-0.0013;0.0012;0.0061;-0.0055;0.0106;-0.0064;-0.0112;0.0994
29/08/2018;-0.0069;-0.0245;-0.02;-0.0202;0.0003;0.0057;0.0025;0.0099;0.0005;0;-0.0007;0.001;0.0118;0.0058;-0.0043;0.0047;0.0142;0.0151;0.0003;-0.0202
28/08/2018;0.0303;0.0375;0.0449;0.0434;-0.0021;0.0003;-0.0024;0.0015;-0.0017;-0.0017;-0.0012;0.0015;-0.0015;0.0035;-0.001;-0.0086;-0.0049;-0.0099;0.0104;0.0276
27/08/2018;0.0242;0.0093;0.0393;0.028;0.0225;0.0076;0.0083;0.009;-0.0017;-0.0008;-0.0012;0.0048;0.0036;0.0038;0.0013;0.005;0.0022;-0.0139;0;0.0141
24/08/2018;0.0279;0.021;0.0068;-0.0003;0.0016;0.0062;0.0024;0.0085;-0.0009;-0.0002;-0.0004;0.0071;0.0027;0.0027;0.0007;0.0166;0.013;-0.0021;0.0158;-0.0344
23/08/2018;0.0245;0.021;0.0393;0.0244;-0.0081;-0.0017;-0.0003;-0.0013;-0.001;0.0002;-0.0004;-0.0049;-0.0078;-0.0029;-0.0067;-0.0086;-0.0004;-0.0127;0.0007;0.013
