date;btc;eth;ltc;xrp;bric;sp500;eurostoxx;nasdaq;bond_europe;bond_us;bond_eur;eur;gbp;chf;jpy;gold;wti;grain;metal;vix
22/08/2018;-0.0174;-0.0383;-0.0184;-0.047;0.0045;-0.0004;0.0025;0.0038;-0.0017;0.0008;-0.0013;0.0022;0.0008;0.0019;-0.0025;-0.0002;0.0075;-0.0141;0.0012;-0.0486
21/08/2018;0.0282;0.0274;0.0426;0.0486;0.0052;0.0021;0.0053;0.0049;-0.0007;-0.001;-0.0001;0.0077;0.008;0.0065;-0.0019;0.0046;0.0138;-0.014;0.0066;0.0292
20/08/2018;-0.0422;-0.1406;-0.1302;-0.1384;0.015;0.0024;0.0061;0.0006;0.0011;0.0028;0.0012;0.0038;0.0038;0.0041;0.004;0.0052;0.0079;-0.0138;0.0085;-0.0119
17/08/2018;0.0381;0.0918;0.1053;0.2262;0.0017;0.0033;-0.0014;0.0013;-0.0001;0.0002;0.0002;0.0053;0.0026;0.0014;0.0034;0.0086;0.0069;0.0098;-0.0048;-0.0621
16/08/2018;0.0041;0.02;0.0157;0.0363;-0.0018;0.0079;0.0055;0.0042;-0.0008;-0.0005;-0.0002;0.0028;0.0015;-0.0033;-0.0013;-0.0006;0.0069;0.0187;0.024;-0.0848
15/08/2018;0.0174;0.0122;-0.0011;0.0278;-0.0219;-0.0076;-0.0149;-0.0124;0.0003;0.0021;0;0.0001;-0.002;0.0006;0.0037;-0.0162;-0.0307;-0.01;-0.0398;0.0952
14/08/2018;-0.0157;-0.0268;-0.0411;-0.0116;-0.0067;0.0064;-0.0001;0.0065;0.0007;-0.0007;0.0002;-0.0058;-0.0038;-0.0011;-0.004;0.0005;-0.0024;0.014;-0.0137;-0.1048
13/08/2018;0.0181;-0.1539;-0.0437;-0.144;-0.0154;-0.004;-0.0049;-0.0025;-0.0013;-0.0012;-0.0015;-0.0003;0.001;0.0022;0.0021;-0.0142;-0.0064;-0.0106;-0.0093;0.1161
10/08/2018;-0.0602;-0.0898;-0.0744;-0.079;-0.0094;-0.0071;-0.0196;-0.0067;0.0026;0.0034;0.0011;-0.0099;-0.0052;-0.0017;0.0013;-0.0016;0.0122;-0.0347;-0.0014;0.155
09/08/2018;0.0408;0.0249;0.0236;0.0437;0.003;-0.0014;0.0002;0.0004;0.0009;0.0015;0.0007;-0.0072;-0.0045;-0.0004;-0.0012;-0.0012;-0.0019;-0.0074;-0.0028;0.038
08/08/2018;-0.0685;-0.0641;-0.087;-0.1378;-0.0045;-0.0003;-0.0031;0.0006;-0.0009;0.0001;0.0002;0.0009;-0.0044;0.0024;0.0039;0.0024;-0.0328;0.0034;0.0128;-0.0073
07/08/2018;-0.029;-0.0673;-0.0806;-0.0832;0.0101;0.0028;0.006;0.003;-0.0012;-0.0018;-0.0007;0.0039;-0.0004;0.001;0.0001;0.0028;0.0023;-0.0013;0.0057;-0.0306
06/08/2018;-0.0671;-0.0281;-0.0482;-0.062;-0.003;0.0035;0.0003;0.0061;0.0012;0.001;0.0015;-0.0012;-0.0044;-0.0025;-0.0012;-0.006;0.0076;0.0115;-0.0038;-0.0323
03/08/2018;-0.0177;0.0136;0.0182;0.0237;0.0035;0.0046;0.0038;0.0012;0.0024;0.002;0.0018;-0.0015;-0.0012;0.0012;0.0035;0.0058;-0.0068;0.0018;0.0073;-0.0462
02/08/2018;-0.0076;-0.0195;-0.0223;-0.0356;-0.0159;0.0049;-0.0115;0.0123;-0.0006;0.0009;-0.0005;-0.0065;-0.0084;-0.0033;0.0007;-0.0067;0.019;0.0028;-0.0067;-0.0758
01/08/2018;-0.0202;-0.0307;-0.0234;0.0241;-0.0051;-0.001;-0.0046;0.0046;-0.0023;-0.002;-0.0025;-0.0027;0.0002;-0.0017;0.0013;-0.0067;-0.0161;-0.0083;-0.0198;0.0246
31/07/2018;-0.0501;-0.0521;-0.0388;-0.0247;-0.0055;0.0049;0.0037;0.0055;0.0012;0.001;0.0013;-0.0013;-0.0007;-0.0022;-0.0072;0.0022;-0.0197;0.018;0.0048;-0.1057
30/07/2018;0.0019;-0.0272;-0.0192;-0.0167;-0.0049;-0.0058;-0.0042;-0.014;-0.0035;-0.0005;-0.0025;0.0042;0.0021;0.0061;-0.0003;-0.0023;0.0207;0.0181;-0.001;0.0902
27/07/2018;0.0265;0.0121;0.0051;0.0082;0.0001;-0.0066;0.0051;-0.0147;-0.0008;0.0008;-0.0005;0.0012;-0.0003;-0.0002;0.0018;0.0013;-0.0133;-0.0003;0.0016;0.0707
26/07/2018;-0.0285;-0.018;-0.0264;-0.0218;-0.0071;-0.003;0.0117;-0.0101;-0.0006;-0.0015;-0.0007;-0.0074;-0.0061;-0.0024;-0.0023;-0.0073;0.0045;-0.0022;0.0018;-0.0123
25/07/2018;-0.0293;-0.0145;-0.0343;0.0048;0.013;0.0091;-0.0043;0.0116;0.001;0.0009;0.0006;0.0036;0.0033;0.0019;0.0021;0.0058;0.0113;0.0315;-0.0051;-0.0097
24/07/2018;0.0885;0.0613;0.0799;0.0274;0.0148;0.0048;0.0084;-0.0001;0.0012;0.0015;0.0007;-0.0004;0.0034;-0.0011;0.0013;0;0.0092;-0.0046;0.0177;-0.0168
23/07/2018;0.0474;0.0003;-0.0039;-0.0039;0.0011;0.0018;-0.0017;0.0028;-0.0012;-0.0035;-0.0015;-0.0027;-0.0027;-0.0001;0.0008;-0.0041;-0.0372;0.0008;0.0032;-0.0188
20/07/2018;-0.0152;-0.0411;-0.0463;-0.0638;0.0085;-0.0009;-0.0033;-0.0007;-0.0027;-0.0024;-0.0024;0.007;0.0093;0.0068;0.0093;0.0053;0.0143;0.0139;0.0143;-0.0008
19/07/2018;0.013;-0.0229;-0.0033;-0.0207;-0.0107;-0.004;-0.0039;-0.0037;0.0004;0.0016;0.0001;0.0003;-0.0042;-0.0002;0.0033;-0.0037;0.0101;0.0125;-0.0157;0.0617
18/07/2018;0.0068;-0.0418;-0.0322;-0.0387;-0.0036;0.0022;0.0079;-0.0001;-0.0007;-0.0004;-0.0003;-0.0019;-0.0035;0.0011;0.0003;0;0.0099;-0.0006;0.0041;0.0033
17/07/2018;0.0824;0.0414;0.0598;0.0449;-0.0014;0.004;0.0024;0.0063;0.0017;-0.0003;0.0021;-0.0043;-0.0091;-0.0033;-0.0052;-0.0108;0.0003;0.0141;-0.0062;-0.0619
16/07/2018;0.0777;0.102;0.0949;0.0969;-0.0042;-0.001;-0.0016;-0.0026;-0.0015;-0.0012;-0.0014;0.0022;0.001;0.0049;0.0006;-0.0027;-0.0424;-0.0022;-0.0059;0.052
13/07/2018;0.0015;0.0092;0.0017;0.0077;0.0025;0.0011;0.0026;0.0003;0.0009;0.0015;0.0014;0.0011;0.0012;0.0007;0.0016;-0.0025;0.0096;-0.0003;-0.0029;-0.0323
12/07/2018;-0.0263;-0.0375;-0.0243;-0.0336;0.0108;0.0087;0.0067;0.0138;0.001;0;0.0008;-0.0002;0.0001;-0.0065;-0.0046;0.0044;-0.0007;0.0153;0.0052;-0.0802
11/07/2018;0.0102;0.0275;0.0339;0.0116;-0.0114;-0.0071;-0.0148;-0.0055;-0.0003;0.0015;-0.0001;-0.006;-0.0054;-0.004;-0.0091;-0.0109;-0.0516;-0.0309;-0.0252;0.0754
10/07/2018;-0.063;-0.0928;-0.0609;-0.0636;-0.0003;0.0035;0.0037;0.0004;0.0001;-0.0003;-0.0003;-0.0006;0.0012;-0.0004;-0.0014;-0.0017;0.0035;-0.0178;-0.0131;-0.0039
09/07/2018;0.0102;0.0056;-0.0307;-0.0102;0.0158;0.0088;0.0035;0.0088;-0.0002;-0.0008;0.0001;0.0004;-0.0017;-0.0018;-0.0034;0.0018;0.0007;-0.0182;0.0134;-0.0522
06/07/2018;0.0052;-0.0008;-0.0045;-0.0052;0.0074;0.0084;0.0022;0.0134;-0.0002;0.0011;0;0.0047;0.0046;0.0037;0.0018;-0.0019;0.0117;0.0267;-0.0053;-0.113
05/07/2018;0.0063;0.0151;-0.0204;-0.0173;-0.0022;0.0043;0.0084;0.0055;-0.0007;0.0002;-0.0005;0.0029;-0.0006;-0.0005;-0.0014;0.0023;-0.0082;0.0048;-0.0079;-0.0383
04/07/2018;0.0104;0.0067;0.0046;0.0099;-0.0081;0.0043;0.0017;0.0056;-0.0001;0.0002;-0.0003;-0.0001;0.0028;-0.0005;0.0009;0.0018;-0.0081;0.0048;-0.0078;-0.0369
03/07/2018;-0.0129;-0.0237;-0.0019;-0.0019;-0.0064;-0.005;0.0101;-0.0086;0.0007;0.0017;0.0003;0.0016;0.0038;0.0011;0.0028;0.0086;0.0027;0.0125;-0.0073;0.034
02/07/2018;0.0617;0.0864;0.0792;0.0704;-0.003;0.0031;-0.0069;0.0076;0.0011;-0.0009;0.0011;-0.0039;-0.0049;-0.0031;-0.0019;-0.0085;-0.0028;-0.0316;-0.0163;-0.0309
29/06/2018;0.052;0.0318;0.05;0.0103;0.0206;0.0008;0.0089;0.0009;0.0016;0.0004;0.0025;0.0099;0.0098;0.007;-0.0019;0.0035;0.0095;0.0175;-0.0041;-0.0462
28/06/2018;-0.0421;-0.0463;-0.0737;-0.0477;0.0006;0.0062;-0.0093;0.0078;-0.0002;-0.0009;0.0007;0.0013;-0.0027;-0.0003;-0.0021;-0.0033;0.0094;-0.0136;-0.0082;-0.061
27/06/2018;0.0104;0.0219;0.0481;0.031;-0.0234;-0.0086;0.0084;-0.0155;0.002;0.0029;0.0018;-0.0081;-0.0085;-0.0061;-0.002;-0.0053;0.0311;0.0045;0.0043;0.1178
26/06/2018;-0.0252;-0.0617;-0.0625;-0.0549;-0.0037;0.0022;-0.0001;0.0039;-0.0013;0;-0.0017;-0.0048;-0.0042;-0.0042;-0.0024;-0.0052;0.0354;-0.0069;-0.0028;-0.0849
25/06/2018;0.0268;-0.0119;-0.0389;-0.0107;-0.0189;-0.0138;-0.0213;-0.0211;-0.0015;0.0011;-0.0008;0.0045;0.0015;0.001;0.0019;-0.0039;-0.0073;-0.0241;-0.0101;0.2299
22/06/2018;-0.1009;-0.1241;-0.1304;-0.0937;0.0052;0.0019;0.0111;-0.0026;-0.0009;-0.0002;-0.0003;0.004;0.0016;0.0041;0;0.0027;0.0453;0.002;0.0021;-0.0613
21/06/2018;-0.0069;-0.0167;-0.0109;-0.0084;-0.0136;-0.0064;-0.0105;-0.0089;-0.0002;0.0008;-0.0013;0.0028;0.0051;0.0042;0.0034;-0.0005;-0.0103;0.0051;-0.0005;0.1351
20/06/2018;0.001;-0.0031;-0.0086;-0.019;0.0071;0.0017;0.0013;0.0072;-0.0004;-0.0016;-0.0001;-0.0016;-0.0002;-0.0018;-0.0026;-0.0053;0.0175;0.0069;-0.0034;-0.0429
19/06/2018;0.0052;0.0361;0.0002;0.0223;-0.0202;-0.004;-0.0091;-0.0028;0.001;0.0013;0.0011;-0.0028;-0.0054;0.0009;0.0044;-0.0029;-0.0119;-0.0176;-0.0193;0.0811
18/06/2018;0.0422;0.0552;0.0219;-0.0004;-0.002;-0.0021;-0.011;0.0001;-0.0001;-0.0003;0.0008;0.0011;-0.0025;0.0024;0.001;-0.0005;0.0121;-0.015;-0.002;0.0272
15/06/2018;-0.0333;-0.0569;-0.0452;-0.043;-0.01;-0.001;-0.0063;-0.0019;0.0019;0.0011;0.0029;0.0036;0.0012;-0.0005;-0.0002;-0.0181;-0.0277;-0.0101;-0.0227;-0.0116
14/06/2018;0.05;0.0848;0.0725;0.0486;-0.0048;0.0025;0.0136;0.0085;0.0046;0.002;0.0031;-0.0191;-0.0086;-0.0117;-0.0027;0.0023;0.0037;-0.026;-0.0111;-0.0655
13/06/2018;-0.036;-0.0397;-0.0685;-0.0515;-0.0081;-0.004;0.0011;-0.0011;0.0023;-0.0011;0.0017;0.0039;0.0003;0.0013;0.0003;0.0026;0.0042;-0.0166;0.0012;0.0475
12/06/2018;-0.0481;-0.0708;-0.065;-0.0705;0.0043;0.0017;-0.0013;0.0057;0.0005;0.0003;0.0002;-0.0033;-0.0005;-0.0015;-0.0031;-0.0035;0.0039;0.0235;-0.0024;-0.0008
11/06/2018;-0.0989;-0.1197;-0.1105;-0.1101;0.006;0.0011;0.0095;0.0019;0.0001;-0.001;0.0011;0.0013;-0.0019;0.0001;-0.0045;0.0018;0.0055;-0.0182;-0.0032;0.0139
08/06/2018;-0.007;-0.0068;-0.0112;-0.0056;-0.0105;0.0031;-0.0036;0.0014;0.0009;-0.0003;0.0002;-0.0026;-0.0013;-0.005;0.0014;0.0008;-0.0032;-0.0046;-0.0038;0.0041
07/06/2018;0.0032;-0.0032;0.0021;0.0049;-0.0032;-0.0007;-0.0003;-0.0071;-0.0025;0.0022;-0.0017;0.0022;0.0007;0.006;0.0044;0.0006;0.0187;-0.003;0.0001;0.0412
06/06/2018;0.0026;-0.0036;-0.0043;-0.0033;0.0045;0.0085;0.0012;0.0067;-0.0073;-0.003;-0.0063;0.0048;0.0015;-0.0018;-0.0035;0;-0.0121;-0.0005;0.011;-0.0632
05/06/2018;0.0158;0.0272;0.0149;0.0233;-0.0026;0.0007;-0.0037;0.0041;0.0003;0.0007;-0.0005;0.0016;0.006;0.0032;0.0002;0.0034;0.0118;0.0066;0.0104;-0.0271
04/06/2018;-0.0036;0.0221;-0.0002;0.0593;0.0167;0.0045;0.0046;0.0069;0.0006;-0.0018;0.0014;0.0034;-0.0025;0.0003;-0.0026;-0.0011;-0.0162;-0.0282;0.0094;-0.055
01/06/2018;0.0063;0.0041;0.0155;0.0174;0.0053;0.0108;0.0137;0.015;-0.0005;-0.0036;0.0002;-0.0029;0.0036;-0.0023;-0.0066;-0.0039;-0.0185;-0.0035;0.0061;-0.1366
31/05/2018;0.0118;0.0318;0.0046;0.0112;0.0104;-0.0069;-0.0101;-0.0027;0.0025;0.0009;0.0037;0.0024;0.0009;0.0034;0.0009;-0.0022;-0.0173;0.0017;0.0041;0.0323
30/05/2018;-0.0089;-0.0103;-0.0172;0.0076;-0.0067;0.0126;0.0038;0.0089;-0.0013;-0.0039;-0.0013;0.0108;0.0028;0.0022;-0.0013;0.002;0.0219;-0.018;0.0005;-0.1303
29/05/2018;0.0461;0.0913;0.069;0.0849;-0.0074;-0.0058;-0.0158;-0.0025;-0.0008;0.0041;-0.0022;-0.0073;-0.0047;0.0024;0.0059;-0.0002;-0.0086;-0.0065;0.0012;0.1184
28/05/2018;-0.0471;-0.1284;-0.0679;-0.101;-0.0027;-0.0058;-0.0094;-0.0025;-0.0008;0.0041;-0.0022;-0.0022;0.0002;-0.0041;-0.0001;-0.0025;-0.0085;-0.0064;0.0012;0.1343
25/05/2018;-0.0142;-0.0253;-0.0262;-0.0338;-0.0013;-0.0024;-0.0018;0.0013;0.0017;0.0023;0.0004;-0.0059;-0.0053;0.002;-0.0013;-0.0018;-0.0408;0.0118;-0.005;0.0536
24/05/2018;0.0039;0.0307;0.0273;0.0526;0.0014;-0.002;-0.0057;-0.0002;0.0022;0.0016;0.002;0.002;0.0025;0.0043;0.0075;0.0086;-0.0159;-0.0058;0.0052;-0.004
23/05/2018;-0.0621;-0.1043;-0.0756;-0.0739;-0.0125;0.0032;-0.0127;0.0064;0.0017;0.0032;0.0008;-0.007;-0.0063;-0.0031;0.0074;0.0018;-0.004;0.0123;-0.0081;-0.0496
22/05/2018;-0.0458;-0.0765;-0.0443;-0.0543;0.0042;-0.0031;0.0041;-0.0021;-0.0005;0.0001;0;-0.001;0.0004;0.0046;0.0014;-0.0011;-0.0015;0.0127;0.0045;0.0106
21/05/2018;0.0202;0.007;-0.0115;0.0019;-0.0017;0.0074;-0.0003;0.0054;-0.0011;0.0003;-0.0011;0.0016;-0.0031;0.0006;-0.0027;-0.0003;0.0134;-0.0003;0.0053;-0.0257
18/05/2018;0.0192;0.0318;0.0245;0.0193;-0.0072;-0.0026;-0.0051;-0.0038;0.0013;0.0022;0.0008;-0.002;-0.0035;0.0037;0.0001;0.0017;-0.0029;0.0218;-0.0067;-0.0007
17/05/2018;-0.0334;-0.0499;-0.0478;-0.0677;-0.0076;-0.0009;0.0082;-0.0021;-0.0018;-0.0008;-0.0014;-0.0011;0.0022;-0.0004;-0.0033;0;0;-0.0027;0.001;0.0007
16/05/2018;-0.0168;-0.0026;-0.0044;0.0219;0.004;0.0041;-0.0004;0.0063;0.0005;-0.0006;-0.0012;-0.0025;-0.0012;0.0001;-0.0004;0.0002;0.0025;-0.0069;0.0024;-0.0863
15/05/2018;-0.024;-0.0301;-0.0545;-0.0588;-0.0128;-0.0069;-0.0004;-0.0081;-0.0015;-0.0048;-0.0016;-0.0075;-0.004;-0.0008;-0.0064;-0.0176;0.0049;0.007;-0.0037;0.1235
14/05/2018;0.0321;0.0723;0.0744;0.0785;0.0065;0.0009;0.0001;0.0011;-0.0021;-0.0006;-0.0023;-0.0013;0.001;-0.0002;-0.0024;-0.0044;0.0037;-0.0014;0.0044;0.0219
11/05/2018;-0.0689;-0.0678;-0.0889;-0.1017;0.003;0.0017;-0.0012;-0.0003;-0.0002;0.0006;0;0.0023;0.0017;0.0028;0.0001;-0.0017;-0.0093;-0.0156;-0.0039;-0.0448
10/05/2018;-0.0306;-0.0338;-0.0468;-0.0562;0.0111;0.0093;0;0.0088;-0.0009;0.0018;0;0.0054;-0.0021;0.0021;0.0032;0.0067;0.0031;-0.002;0.0009;-0.0143
09/05/2018;0.0097;-0.0008;-0.0162;-0.0148;0.0035;0.0096;0.0033;0.01;0.0006;-0.0015;0.0001;-0.0011;0;-0.0035;-0.0057;-0.0015;0.0297;-0.0048;0.0038;-0.0918
08/05/2018;-0.0149;-0.0011;-0.0324;-0.0227;0.0069;-0.0003;-0.0018;0.0002;-0.0004;-0.0011;-0.0008;-0.0049;-0.0007;0.001;-0.0002;0.0003;-0.0239;0.0059;-0.0052;-0.0027
07/05/2018;-0.0344;-0.0415;-0.0234;-0.0727;0.0068;0.0035;0.0038;0.0077;-0.0004;0.0001;-0.0008;-0.0032;0.0019;-0.0027;0.0001;-0.0002;0.0144;-0.0218;0;-0.0014
04/05/2018;-0.0044;0.0078;0.0444;0.0123;-0.0002;0.0127;0.0061;0.017;-0.0011;0.0002;-0.0014;-0.0023;-0.0032;-0.0023;0.0008;0.0019;0.0187;-0.0135;0.0197;-0.0737
03/05/2018;0.0535;0.1262;0.0631;0.0291;-0.0103;-0.0023;-0.007;-0.0018;0.0021;0.0009;0.002;0.0031;-0.0001;0.0012;0.0059;0.0054;0.0073;0.013;-0.0109;-0.0044
02/05/2018;0.0127;0.0199;0.0206;0.0208;-0.0084;-0.0072;0.0049;-0.0042;-0.001;0.0004;-0.0007;-0.0035;-0.0028;-0.0023;0.0002;0.0009;0.0101;-0.0041;0.0153;0.0305
01/05/2018;-0.0132;0.0055;0.0001;0.0041;-0.0003;0.0025;-0.0001;0.0091;-0.0008;-0.0023;0.0001;-0.0071;-0.0109;-0.006;-0.0048;-0.0088;-0.0194;0.0177;-0.0071;-0.028
30/04/2018;0.0278;0.0348;0.0175;0.0291;0.0062;-0.0082;0.005;-0.0075;0.0002;0.001;-0.0002;-0.0043;-0.0013;-0.003;-0.0026;-0.0065;0.0069;0.0072;0.0045;0.0332
27/04/2018;-0.0322;-0.0241;-0.052;-0.0463;0.0118;0.0011;0.0036;0.0002;0.0002;0.0021;0.001;0.0022;-0.01;0.0014;0.0023;0.0055;-0.0013;0.0137;-0.0199;-0.0525
26/04/2018;0.0481;0.0742;0.0598;0.0627;0.0019;0.0104;0.0058;0.0163;0.0029;0.0018;0.002;-0.0048;-0.0009;-0.006;0.0011;-0.0048;0.0021;-0.0061;0.0039;-0.094
25/04/2018;-0.0919;-0.1404;-0.1356;-0.1549;-0.0124;0.0018;-0.0072;-0.0005;-0.0001;-0.0021;-0.0004;-0.0059;-0.0033;-0.0043;-0.0056;-0.0054;0.0052;0.017;0.0005;-0.01
24/04/2018;0.0824;0.0972;0.0851;0.0642;0.0052;-0.0135;-0.0006;-0.0172;0;-0.0008;0.0001;0.002;0.0027;-0.0008;-0.001;0.0042;-0.0138;0.0096;-0.009;0.0979
23/04/2018;0.0096;0.0427;-0.0214;-0.0531;-0.0084;0.0001;0.0054;-0.0025;-0.0016;-0.001;-0.0012;-0.0064;-0.0043;-0.0033;-0.0097;-0.0087;0.0038;-0.0014;-0.034;-0.0325
20/04/2018;0.0644;0.0809;0.0612;0.1547;-0.0111;-0.0086;0.0022;-0.0128;-0.0012;-0.002;-0.0003;-0.0046;-0.0062;-0.0037;-0.0027;-0.0068;0.0013;-0.0168;-0.0017;0.056
19/04/2018;0.0159;0.0789;0.044;0.1108;0.007;-0.0057;-0.0012;-0.0079;-0.0038;-0.0027;-0.0031;-0.0023;-0.0082;-0.0027;-0.0012;-0.0029;-0.0026;0.0001;-0.0123;0.0228
18/04/2018;0.0325;0.0426;0.0518;0.0762;0.0095;0.0008;0.0037;0.0019;-0.0014;-0.0028;-0.0004;0.0003;-0.006;-0.0025;-0.0022;0.0014;0.0289;0.0068;0.0373;0.0227
17/04/2018;-0.0196;-0.0163;0.0351;-0.0096;0.0021;0.0106;0.0107;0.0173;0.0014;0.001;0.0013;-0.0008;-0.0036;-0.0065;0.0011;0.0012;0.0045;0.001;-0.002;-0.0824
16/04/2018;0.0204;0.0367;0.0236;0.0387;-0.0112;0.0081;-0.002;0.007;-0.0004;0.0003;-0.0004;0.004;0.0071;0.0022;0.0023;-0.0002;-0.0175;-0.0149;0.0265;-0.0501
13/04/2018;0.0009;-0.0004;-0.0313;0.0148;-0.0105;-0.0029;0.0012;-0.0047;0.0005;0.0001;0.0005;0.0003;0.0007;0.0002;-0.0001;0.0084;0.0048;-0.0108;-0.0059;-0.0602
12/04/2018;0.1241;0.1353;0.0893;0.1531;0.0015;0.0082;0.0071;0.01;-0.0003;-0.0021;-0.0009;-0.0032;0.0036;-0.0048;-0.0051;-0.0137;0.0037;0.0002;-0.0028;-0.0904
11/04/2018;0.0194;0.0386;0.0347;0.0923;0.0005;-0.0055;-0.0056;-0.0036;0.0016;0.0007;0.0013;0.0009;0.0001;-0.0008;0.0039;0.0102;0.0198;-0.0056;0.0088;-0.0113
10/04/2018;0.0094;0.0387;-0.0064;0.0002;0.0161;0.0166;0.007;0.0205;-0.0014;-0.0005;-0.0011;0.0028;0.0032;-0.0008;-0.004;0.0025;0.0324;0.0001;0.0188;-0.0616
09/04/2018;0.0201;0.0735;0.0161;0.0319;-0.0043;0.0033;0.002;0.0051;-0.0007;0;-0.0003;0.0033;0.0028;0.0031;0.0014;0.0025;0.0217;0.0177;0.0208;0.0129
06/04/2018;-0.0261;-0.0343;-0.0515;-0.0399;-0.001;-0.0222;-0.0064;-0.0231;0.0016;0.0029;0.0008;0.0033;0.0063;0.0044;0.0043;0.0049;-0.0236;0.005;0.0024;0.1263
05/04/2018;-0.0062;0.007;0.0061;-0.0117;0.0078;0.0068;0.0265;0.0049;-0.0022;-0.0015;-0.0019;-0.0031;-0.0054;-0.0027;-0.0057;-0.005;0.0027;0.02;0.0089;-0.0575
04/04/2018;-0.0842;-0.0912;-0.1272;-0.1066;-0.0147;0.0115;-0.002;0.0144;0.0005;-0.0001;0.0011;0.0007;0.0016;-0.0022;-0.0016;0.0003;-0.0022;-0.0146;-0.0062;-0.0505
03/04/2018;0.0512;0.0759;0.1196;0.1085;0.0026;0.0125;-0.0015;0.0103;-0.0004;-0.0024;-0.0007;-0.0026;0.0009;-0.0035;-0.0067;-0.0064;0.0079;0.011;0.0019;-0.1128
02/04/2018;0.0277;-0.021;0.006;-0.0176;-0.0042;-0.0114;-0.0014;-0.014;0.0003;0.0005;0.0001;-0.0018;0.0021;-0.0017;0.0036;0.0119;-0.0152;-0.0027;0;0.0804
30/03/2018;-0.0392;0.0222;0.0336;-0.0038;-0.0001;-0.0112;-0.0014;-0.0138;0;0;0;0.0019;-0.0002;0.003;0.0015;0;-0.015;-0.0027;0;0.0874
29/03/2018;-0.1044;-0.1452;-0.1388;-0.1222;0.0079;0.0137;0.009;0.0163;0.0008;0.0022;0.0011;-0.0007;-0.0042;0.0001;0.0038;0.0004;0.0087;0.0262;-0.0008;-0.1356
28/03/2018;0.0154;-0.0086;-0.0301;0.0001;-0.0206;-0.0029;0.0043;-0.0085;0.0008;0.0005;0.0003;-0.0077;-0.0057;-0.0103;-0.0143;-0.015;-0.0134;-0.0034;-0.0001;0.0163
27/03/2018;-0.0469;-0.0848;-0.0944;-0.0366;-0.0027;-0.0174;0.0116;-0.0298;0.0013;0.0029;0.0018;-0.0033;-0.0051;-0.0013;0.0007;-0.0063;-0.0046;-0.0052;0.003;0.0676
26/03/2018;-0.0785;-0.0966;-0.1175;-0.0704;0.0117;0.0268;-0.0059;0.0321;-0.0005;-0.0003;-0.0003;0.0073;0.0068;0.0018;-0.0063;0.0046;-0.005;-0.0093;-0.0005;-0.1677
23/03/2018;0.0172;-0.0001;0.0251;-0.03;-0.0202;-0.0212;-0.0151;-0.0246;-0.001;0;-0.0003;0.0041;0.0026;0.002;0.0051;0.0137;0.0243;0.0048;-0.0076;0.0635
22/03/2018;-0.0227;-0.04;-0.0323;-0.0456;-0.0188;-0.0255;-0.0157;-0.0246;0.0041;0.0033;0.0034;-0.0029;-0.0032;0.0005;0.0072;-0.0024;-0.0134;0.0033;-0.0114;0.2676
21/03/2018;0.0018;0.0082;0.0014;-0.023;-0.0019;-0.0018;-0.0032;-0.0026;-0.0005;-0.0013;-0.0009;0.0078;0.0102;0.0073;0.0047;0.0158;0.0275;0.0003;0.0067;-0.0189
20/03/2018;0.0322;0.0008;0.0466;-0.0539;0.0071;0.0015;0.0051;0.0027;0.0005;-0.002;0.0004;-0.0076;-0.0019;-0.0058;-0.0043;-0.0042;0.0214;0.0022;-0.0107;-0.0441
19/03/2018;0.0345;-0.0776;-0.0264;0.0832;-0.0096;-0.0143;-0.0125;-0.0186;0.001;0.0003;0.0003;0.0037;0.0059;0.0013;-0.001;0.002;-0.0045;-0.0296;-0.0029;0.1855
16/03/2018;0.0045;-0.0159;0.0059;-0.0116;-0.0028;0.0017;0.0068;0;0.0006;-0.0009;0.0003;-0.0012;0.0004;-0.0009;0.0033;-0.0014;0.0186;-0.0098;-0.0017;-0.0488
